(0.000, 10.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(17.321, 10.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(34.641, 10.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(51.962, 10.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(69.282, 10.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(86.603, 0.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(103.923, 0.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(121.244, 0.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(138.564, 0.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(155.885, 0.000, 0.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(8.660, 10.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(25.981, 10.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(43.301, 10.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(60.622, 10.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(77.942, 10.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(95.263, 0.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(112.583, 0.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(129.904, 0.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(147.224, 0.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
